user_text,error_type,component_label,source
cpu shutdown due to heat issue,CPU Overheat,CPU Overheat,auto_corrected_from_test
"PC slow loading programs, Boot failure",SSD Upgrade,SSD Upgrade,auto_corrected_from_test
pc no display hdmi,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
pc graphics card thermal throttle,GPU Overheat,GPU Overheat,auto_corrected_from_test
computer cpu shutdown due to heat,CPU Overheat,CPU Overheat,auto_corrected_from_test
pc no display hdmi problem,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
gpu thermal issue issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
fix gpu cooling problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC slow opening files Windows not starting,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
computer usb device not recognized,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
Graphics card thermal throttle PC very slow,GPU Overheat,GPU Overheat,auto_corrected_from_test
the graphics card too hot,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC no display VGA and Graphics card upgrade needed,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC not start after update,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
computer graphics card fan loud,GPU Overheat,GPU Overheat,auto_corrected_from_test
Screen black PC on plus Need better graphics card,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
No display GPU performance issue,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
the pc power flicker,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
the no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC restart again and again and PC stuck on logo and PC no display HDMI,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
PC dead after rain and PC stuck BIOS and PC on blank screen,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
computer graphics card overheating,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC start then off also Windows not starting,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
Windows crash loop Computer stuck booting,Blue Screen (BSOD),Blue Screen (BSOD),auto_corrected_from_test
Monitor not detected and Need better graphics card,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
help pc no display hdmi,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
Graphics card too hot also System sluggish,GPU Overheat,GPU Overheat,auto_corrected_from_test
gpu overheat warning issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
"PC slow boot, PC stuck on logo",SSD Upgrade,SSD Upgrade,auto_corrected_from_test
fix graphics card too hot,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC no display VGA also Game lag graphics,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
help graphics card overheating,GPU Overheat,GPU Overheat,auto_corrected_from_test
the graphics card too hot,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC not turning on and PC stuck startup repair and PC no display VGA,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
CPU shutdown due to heat PC very slow RAM full,CPU Overheat,CPU Overheat,auto_corrected_from_test
pc gpu thermal issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU fan not working PC slow after update,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc no display hdmi,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
pc usb device not recognized,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
PC start noise then off PC not boot Monitor no signal,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
GPU thermal issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU cooling problem and PC lag always,GPU Overheat,GPU Overheat,auto_corrected_from_test
the pc power flicker,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
"Monitor not detected, Low FPS problem",No Display / No Signal,No Display / No Signal,auto_corrected_from_test
fix gpu fan not working,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc no display vga please,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
No display and Graphics card not detect,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
computer gpu cooling problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc gpu cooling problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
Storage upgrade required and Boot failure,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
the gpu temperature high,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc gpu temperature high,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC no display HDMI and GPU too weak,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
my pc no display vga,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
SSD not fast enough also Windows not starting,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
graphics card overheating issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc no display vga please,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
graphics card fan loud,GPU Overheat,GPU Overheat,auto_corrected_from_test
WiFi connected no internet also USB port not working,Wi-Fi Adapter Upgrade,Wi-Fi Adapter Upgrade,auto_corrected_from_test
"PC no display VGA, Graphics card upgrade needed",No Display / No Signal,No Display / No Signal,auto_corrected_from_test
Graphics card overheating System slow overall,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC on blank screen plus Graphics card not detect,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC not boot,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
PC restart again and again Computer stuck booting No display,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
PC not turning on plus PC stuck on logo,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
Laptop charging light blink PC stuck on logo PC no display VGA,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
GPU fan not working and System slow overall,GPU Overheat,GPU Overheat,auto_corrected_from_test
usb device not recognized problem,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
PC no display HDMI also Graphics card upgrade needed,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC shutdown suddenly and PC not boot and PC on blank screen,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
gpu temperature high issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
"PC start only sometimes, PC stuck startup repair, PC no display VGA",PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
Monitor not detected Graphics card upgrade needed,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
pc gpu thermal issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc cpu shutdown due to heat,CPU Overheat,CPU Overheat,auto_corrected_from_test
computer gpu temperature high,GPU Overheat,GPU Overheat,auto_corrected_from_test
fix no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC slow loading programs PC stuck on logo,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
pc gpu temperature high,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc pc no display vga,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
pc no display hdmi,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
my pc slow loading programs,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
my computer problem,General Repair,General Repair,auto_corrected_from_test
fix pc power flicker,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
pc usb device not recognized,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
PC not turning on also Windows not starting,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
my graphics card fan loud,GPU Overheat,GPU Overheat,auto_corrected_from_test
the cpu shutdown due to heat,CPU Overheat,CPU Overheat,auto_corrected_from_test
PC restart again and again also Windows not starting,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
PC power flicker plus Computer stuck booting,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
the no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
my gpu cooling problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
help cpu shutdown due to heat,CPU Overheat,CPU Overheat,auto_corrected_from_test
help no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
laptop no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC not detect WiFi plus Port not working,Wi-Fi Adapter Upgrade,Wi-Fi Adapter Upgrade,auto_corrected_from_test
gpu fan not working problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
fix pc slow loading programs,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
graphics card too hot,GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU cooling problem and PC slow after update,GPU Overheat,GPU Overheat,auto_corrected_from_test
computer pc no display vga,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
help pc not start after update,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
my cpu shutdown due to heat,CPU Overheat,CPU Overheat,auto_corrected_from_test
CPU shutdown due to heat System slow,CPU Overheat,CPU Overheat,auto_corrected_from_test
CPU shutdown due to heat and System slow and RAM outdated,CPU Overheat,CPU Overheat,auto_corrected_from_test
GPU overheat warning System sluggish,GPU Overheat,GPU Overheat,auto_corrected_from_test
computer pc no display hdmi,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
fix graphics card too hot,GPU Overheat,GPU Overheat,auto_corrected_from_test
CPU shutdown due to heat PC slow after update RAM outdated,CPU Overheat,CPU Overheat,auto_corrected_from_test
graphics card overheating issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
help graphics card thermal throttle,GPU Overheat,GPU Overheat,auto_corrected_from_test
graphics card too hot,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC power flicker PC not boot,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
GPU cooling problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
computer pc not start after update,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
pc power flicker please,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
no display please,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
Graphics card overheating plus System slow overall,GPU Overheat,GPU Overheat,auto_corrected_from_test
Monitor not detected GPU performance issue,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
pc pc power flicker,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
Computer stuck booting,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
fix pc no display vga,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
laptop pc not boot,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
"CPU hot always, PC very slow, Need more RAM",CPU Overheat,CPU Overheat,auto_corrected_from_test
help graphics card thermal throttle,GPU Overheat,GPU Overheat,auto_corrected_from_test
graphics card fan loud issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
CPU shutdown due to heat also Computer slow,CPU Overheat,CPU Overheat,auto_corrected_from_test
my pc no display hdmi,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC dead after rain and Computer stuck booting and PC on blank screen,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
PC slow opening files and Boot failure,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
computer pc slow loading programs,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
my pc power flicker,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
fix usb device not recognized,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
PC no display VGA,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC not turning on and PC stuck on logo,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
No display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC dead after rain Boot failure PC no signal,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
fix computer problem,General Repair,General Repair,auto_corrected_from_test
GPU fan not working and System sluggish,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC restart again and again also Windows not starting,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
"Monitor not detected, Low FPS problem",No Display / No Signal,No Display / No Signal,auto_corrected_from_test
my gpu overheat warning,GPU Overheat,GPU Overheat,auto_corrected_from_test
no display issue,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
computer graphics card too hot,GPU Overheat,GPU Overheat,auto_corrected_from_test
my graphics card thermal throttle,GPU Overheat,GPU Overheat,auto_corrected_from_test
"PC shutdown suddenly, Boot failure, Monitor no signal",PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
help graphics card fan loud,GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU overheat warning plus PC slow performance,GPU Overheat,GPU Overheat,auto_corrected_from_test
gpu temperature high,GPU Overheat,GPU Overheat,auto_corrected_from_test
usb device not recognized problem,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
pc pc power flicker,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
"Need faster storage, PC stuck on logo",SSD Upgrade,SSD Upgrade,auto_corrected_from_test
PC shutdown suddenly PC stuck loading Monitor no signal,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
