user_text,component_label,source
pc gpu overheat warning,GPU Overheat,auto_corrected_from_test
fix pc slow opening files,SSD Upgrade,auto_corrected_from_test
help phone usb issue,Phone Connection Issue,auto_corrected_from_test
pc malfunction,General Repair,auto_corrected_from_test
my cpu hot always,CPU Overheat,auto_corrected_from_test
the pc not working,General Repair,auto_corrected_from_test
the usb connection issue,USB / Port Issue,auto_corrected_from_test
PC no signal display also Low FPS problem,No Display / No Signal,auto_corrected_from_test
fix internet slow only pc,Wi-Fi Adapter Upgrade,auto_corrected_from_test
pc internet slow only pc,Wi-Fi Adapter Upgrade,auto_corrected_from_test
pc wifi not working,Wi-Fi Adapter Upgrade,auto_corrected_from_test
pc stuck loading please,Windows Boot Failure,auto_corrected_from_test
the something wrong pc,General Repair,auto_corrected_from_test
Screen black PC on and GPU bottleneck,No Display / No Signal,auto_corrected_from_test
my usb connection issue,USB / Port Issue,auto_corrected_from_test
laptop phone not detected,Phone Connection Issue,auto_corrected_from_test
my system sluggish,Slow Performance,auto_corrected_from_test
the pc slow boot,SSD Upgrade,auto_corrected_from_test
monitor no signal please,No Display / No Signal,auto_corrected_from_test
windows not starting,Windows Boot Failure,auto_corrected_from_test
laptop pc stuck on logo,Windows Boot Failure,auto_corrected_from_test
graphics card fan loud,GPU Overheat,auto_corrected_from_test
Computer problem,General Repair,auto_corrected_from_test
memory upgrade needed,RAM Upgrade,auto_corrected_from_test
PC slow opening files Computer stuck booting,SSD Upgrade,auto_corrected_from_test
help pc no signal display,No Display / No Signal,auto_corrected_from_test
pc slow performance,Slow Performance,auto_corrected_from_test
Phone connection problem,Phone Connection Issue,auto_corrected_from_test
the pc slow performance,Slow Performance,auto_corrected_from_test
pc stuck loading please,Windows Boot Failure,auto_corrected_from_test
fix processor too hot,CPU Overheat,auto_corrected_from_test
fix wifi not working,Wi-Fi Adapter Upgrade,auto_corrected_from_test
laptop no display,No Display / No Signal,auto_corrected_from_test
laptop phone not connecting,Phone Connection Issue,auto_corrected_from_test
System slow,Slow Performance,auto_corrected_from_test
help memory upgrade needed,RAM Upgrade,auto_corrected_from_test
computer pc very unresponsive,Slow Performance,auto_corrected_from_test
gpu overheat warning,GPU Overheat,auto_corrected_from_test
the laptop error screen,Blue Screen (BSOD),auto_corrected_from_test
usb not detected,USB / Port Issue,auto_corrected_from_test
help cpu overheating,CPU Overheat,auto_corrected_from_test
the boot failure,Windows Boot Failure,auto_corrected_from_test
computer gpu thermal issue,GPU Overheat,auto_corrected_from_test
CPU fan not spinning and Computer slow and RAM not detected,CPU Overheat,auto_corrected_from_test
the pc not detect wifi,Wi-Fi Adapter Upgrade,auto_corrected_from_test
windows not starting problem,Windows Boot Failure,auto_corrected_from_test
computer pc stuck on logo,Windows Boot Failure,auto_corrected_from_test
the boot failure,Windows Boot Failure,auto_corrected_from_test
pc problem unknown problem,General Repair,auto_corrected_from_test
phone not recognized please,Phone Connection Issue,auto_corrected_from_test
my pc not working,General Repair,auto_corrected_from_test
help something wrong pc,General Repair,auto_corrected_from_test
laptop pc malfunction,General Repair,auto_corrected_from_test
pc stuck loading problem,Windows Boot Failure,auto_corrected_from_test
pc not detect wifi issue,Wi-Fi Adapter Upgrade,auto_corrected_from_test
Laptop charging light blink Windows not starting Screen black PC on,PSU / Power Issue,auto_corrected_from_test
something wrong pc problem,General Repair,auto_corrected_from_test
"SSD upgrade needed, PC not start after update",SSD Upgrade,auto_corrected_from_test
pc stuck on logo,Windows Boot Failure,auto_corrected_from_test
Laptop charging light blink,PSU / Power Issue,auto_corrected_from_test
pc slow opening files problem,SSD Upgrade,auto_corrected_from_test
the pc no display vga,No Display / No Signal,auto_corrected_from_test
pc very slow problem,Slow Performance,auto_corrected_from_test
laptop pc stuck startup repair,Windows Boot Failure,auto_corrected_from_test
Phone not detected,Phone Connection Issue,auto_corrected_from_test
usb connection issue issue,USB / Port Issue,auto_corrected_from_test
the wifi not working,Wi-Fi Adapter Upgrade,auto_corrected_from_test
Processor overheating plus PC slow after update,CPU Overheat,auto_corrected_from_test
Memory upgrade needed,RAM Upgrade,auto_corrected_from_test
"BSOD error, Boot failure",Blue Screen (BSOD),auto_corrected_from_test
the processor too hot,CPU Overheat,auto_corrected_from_test
system slow,Slow Performance,auto_corrected_from_test
phone connection problem issue,Phone Connection Issue,auto_corrected_from_test
computer phone not recognized,Phone Connection Issue,auto_corrected_from_test
PC no display HDMI also Need better graphics card,No Display / No Signal,auto_corrected_from_test
PC no signal also GPU performance issue,No Display / No Signal,auto_corrected_from_test
pc port not working,USB / Port Issue,auto_corrected_from_test
pc slow boot,SSD Upgrade,auto_corrected_from_test
the pc not boot,Windows Boot Failure,auto_corrected_from_test
the phone connection problem,Phone Connection Issue,auto_corrected_from_test
fix processor fan loud,CPU Overheat,auto_corrected_from_test
WiFi very slow PC also USB port damaged,Wi-Fi Adapter Upgrade,auto_corrected_from_test
pc gpu overheat warning,GPU Overheat,auto_corrected_from_test
graphics card overheating please,GPU Overheat,auto_corrected_from_test
the processor too hot,CPU Overheat,auto_corrected_from_test
pc stuck bios issue,Windows Boot Failure,auto_corrected_from_test
GPU shutdown due to heat and PC very unresponsive,GPU Overheat,auto_corrected_from_test
my phone not detected,Phone Connection Issue,auto_corrected_from_test
pc very unresponsive issue,Slow Performance,auto_corrected_from_test
my phone usb issue,Phone Connection Issue,auto_corrected_from_test
PC slow opening files and Windows not starting,SSD Upgrade,auto_corrected_from_test
my pc not detect wifi,Wi-Fi Adapter Upgrade,auto_corrected_from_test
system slow issue,Slow Performance,auto_corrected_from_test
fix pc slow performance,Slow Performance,auto_corrected_from_test
the pc can't connect wifi,Wi-Fi Adapter Upgrade,auto_corrected_from_test
CPU fan not spinning and PC slow after update and RAM full,CPU Overheat,auto_corrected_from_test
the pc not turning on,PSU / Power Issue,auto_corrected_from_test
pc start then off issue,PSU / Power Issue,auto_corrected_from_test
laptop pc can't connect wifi,Wi-Fi Adapter Upgrade,auto_corrected_from_test
pc not boot please,Windows Boot Failure,auto_corrected_from_test
the pc problem unknown,General Repair,auto_corrected_from_test
help graphics card fan loud,GPU Overheat,auto_corrected_from_test
help pc stuck bios,Windows Boot Failure,auto_corrected_from_test
bsod error please,Blue Screen (BSOD),auto_corrected_from_test
pc stuck bios problem,Windows Boot Failure,auto_corrected_from_test
help computer problem,General Repair,auto_corrected_from_test
fix pc shutdown suddenly,PSU / Power Issue,auto_corrected_from_test
fix system slow overall,Slow Performance,auto_corrected_from_test
my pc stuck bios,Windows Boot Failure,auto_corrected_from_test
PC not boot,Windows Boot Failure,auto_corrected_from_test
computer system sluggish,Slow Performance,auto_corrected_from_test
fix computer problem,General Repair,auto_corrected_from_test
fix pc issue,General Repair,auto_corrected_from_test
help bsod error,Blue Screen (BSOD),auto_corrected_from_test
pc phone not showing,Phone Connection Issue,auto_corrected_from_test
usb not working please,USB / Port Issue,auto_corrected_from_test
laptop error screen,Blue Screen (BSOD),auto_corrected_from_test
gpu shutdown due to heat issue,GPU Overheat,auto_corrected_from_test
Boot failure,Windows Boot Failure,auto_corrected_from_test
PC slow after update,Slow Performance,auto_corrected_from_test
wifi connected no internet issue,Wi-Fi Adapter Upgrade,auto_corrected_from_test
internet slow only pc please,Wi-Fi Adapter Upgrade,auto_corrected_from_test
cpu hot always issue,CPU Overheat,auto_corrected_from_test
computer pc not detect wifi,Wi-Fi Adapter Upgrade,auto_corrected_from_test
pc pc not working,General Repair,auto_corrected_from_test
fix graphics card fan loud,GPU Overheat,auto_corrected_from_test
graphics card fan loud,GPU Overheat,auto_corrected_from_test
phone connection problem issue,Phone Connection Issue,auto_corrected_from_test
PC shutdown suddenly PC stuck on logo Screen black PC on,PSU / Power Issue,auto_corrected_from_test
Computer slow,Slow Performance,auto_corrected_from_test
processor too hot problem,CPU Overheat,auto_corrected_from_test
wifi connected no internet issue,Wi-Fi Adapter Upgrade,auto_corrected_from_test
pc pc not detect wifi,Wi-Fi Adapter Upgrade,auto_corrected_from_test
help pc shutdown suddenly,PSU / Power Issue,auto_corrected_from_test
computer pc issue,General Repair,auto_corrected_from_test
laptop gpu thermal issue,GPU Overheat,auto_corrected_from_test
computer wifi disconnect always,Wi-Fi Adapter Upgrade,auto_corrected_from_test
help port not working,USB / Port Issue,auto_corrected_from_test
screen black pc on,No Display / No Signal,auto_corrected_from_test
fix bsod error,Blue Screen (BSOD),auto_corrected_from_test
processor overheating,CPU Overheat,auto_corrected_from_test
laptop graphics card overheating,GPU Overheat,auto_corrected_from_test
usb port damaged,USB / Port Issue,auto_corrected_from_test
No display and GPU bottleneck,No Display / No Signal,auto_corrected_from_test
pc stuck bios please,Windows Boot Failure,auto_corrected_from_test
help cpu fan not spinning,CPU Overheat,auto_corrected_from_test
phone not recognized,Phone Connection Issue,auto_corrected_from_test
No power at all plus PC stuck BIOS,PSU / Power Issue,auto_corrected_from_test
PC stuck startup repair,Windows Boot Failure,auto_corrected_from_test
laptop pc start then off,PSU / Power Issue,auto_corrected_from_test
phone not connecting problem,Phone Connection Issue,auto_corrected_from_test
PC slow loading programs,SSD Upgrade,auto_corrected_from_test
Windows crash suddenly and PC stuck startup repair,Blue Screen (BSOD),auto_corrected_from_test
pc usb port not working,USB / Port Issue,auto_corrected_from_test
help computer slow,Slow Performance,auto_corrected_from_test
fix boot failure,Windows Boot Failure,auto_corrected_from_test
PC no signal display,No Display / No Signal,auto_corrected_from_test
pc stuck bios please,Windows Boot Failure,auto_corrected_from_test
fix usb not working,USB / Port Issue,auto_corrected_from_test
usb connection issue,USB / Port Issue,auto_corrected_from_test
Processor overheating and Computer slow and RAM not enough,CPU Overheat,auto_corrected_from_test
my pc stuck startup repair,Windows Boot Failure,auto_corrected_from_test
internet slow only pc issue,Wi-Fi Adapter Upgrade,auto_corrected_from_test
my gpu hot when gaming,GPU Overheat,auto_corrected_from_test
Windows not starting,Windows Boot Failure,auto_corrected_from_test
Monitor not detected plus Graphics card not detect,No Display / No Signal,auto_corrected_from_test
the pc can't connect wifi,Wi-Fi Adapter Upgrade,auto_corrected_from_test
Screen black PC on and GPU too weak,No Display / No Signal,auto_corrected_from_test
pc monitor no signal,No Display / No Signal,auto_corrected_from_test
Laptop charging light blink also Computer stuck booting,PSU / Power Issue,auto_corrected_from_test
pc no display vga,No Display / No Signal,auto_corrected_from_test
computer wifi connected no internet,Wi-Fi Adapter Upgrade,auto_corrected_from_test
laptop pc stuck startup repair,Windows Boot Failure,auto_corrected_from_test
Laptop charging light blink,PSU / Power Issue,auto_corrected_from_test
the gpu overheat warning,GPU Overheat,auto_corrected_from_test
pc on blank screen problem,No Display / No Signal,auto_corrected_from_test
pc cpu fan not spinning,CPU Overheat,auto_corrected_from_test
pc no display vga please,No Display / No Signal,auto_corrected_from_test
USB port broken,USB / Port Issue,auto_corrected_from_test
help pc malfunction,General Repair,auto_corrected_from_test
help pc slow opening files,SSD Upgrade,auto_corrected_from_test
pc pc stuck bios,Windows Boot Failure,auto_corrected_from_test
pc processor too hot,CPU Overheat,auto_corrected_from_test
my usb cable issue,USB / Port Issue,auto_corrected_from_test
